File name	md5	FTP url	Assay	Description	Instrument	Cell line	Cell type	Biosample	Archive	Accession type	Accession	Archive url	Cell line growing conditions for this assay	Cell line passage number for this assay	Disease status	Sex	Assay description
HPSI0614i-liqa_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	b970347a082fa1b4ab20b919464a5335	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376077/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-liqa_1	iPSC	SAMEA3968753	ENA	ANALYSIS_ID	ERZ376077	http://www.ebi.ac.uk/ena/data/view/ERZ376077	Feeder-free	9	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-liqa_6.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	c11ea9758c032b0f9b61c1a2e95edcc8	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376058/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-liqa_6	iPSC	SAMEA3974236	ENA	ANALYSIS_ID	ERZ376058	http://www.ebi.ac.uk/ena/data/view/ERZ376058	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-lirf_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	e718e12789dbe3ed59cc5770f2472999	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487580/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-lirf_5	iPSC	SAMEA4085297	ENA	ANALYSIS_ID	ERZ487580	http://www.ebi.ac.uk/ena/data/view/ERZ487580	Feeder-free	17	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-lirf_6.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	0f48ed0bb143ceb2f5e71598a353b36e	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487614/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-lirf_6	iPSC	SAMEA4085299	ENA	ANALYSIS_ID	ERZ487614	http://www.ebi.ac.uk/ena/data/view/ERZ487614	Feeder-free	14	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-miaj_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	57fbc601c6bfb186820b494d4a5e06b1	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376117/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-miaj_4	iPSC	SAMEA3854313	ENA	ANALYSIS_ID	ERZ376117	http://www.ebi.ac.uk/ena/data/view/ERZ376117	Feeder-free	29	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-miaj_6.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	62aa1f8acd8c5cce13338d409b8fce3c	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376111/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-miaj_6	iPSC	SAMEA3962387	ENA	ANALYSIS_ID	ERZ376111	http://www.ebi.ac.uk/ena/data/view/ERZ376111	Feeder-free	10	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-oicx_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	ad1ce3b1ac49887b5846457481ad8738	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376038/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-oicx_2	iPSC	SAMEA3968774	ENA	ANALYSIS_ID	ERZ376038	http://www.ebi.ac.uk/ena/data/view/ERZ376038	Feeder-free	12	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-oicx_6.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	290226c60a5a2534f506dd5365f06ab7	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376153/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-oicx_6	iPSC	SAMEA3968772	ENA	ANALYSIS_ID	ERZ376153	http://www.ebi.ac.uk/ena/data/view/ERZ376153	Feeder-free	16	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-paab_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	b36f4006da5a7ad085a418beef36a9eb	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376133/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-paab_3	iPSC	SAMEA3962561	ENA	ANALYSIS_ID	ERZ376133	http://www.ebi.ac.uk/ena/data/view/ERZ376133	Feeder-free	18	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-paab_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	3ae74006f4f296d848f0d25afa657418	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376049/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-paab_4	iPSC	SAMEA3962562	ENA	ANALYSIS_ID	ERZ376049	http://www.ebi.ac.uk/ena/data/view/ERZ376049	Feeder-free	13	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-puhk_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	e08a9ce2e1c133c4dea979641a6efdf5	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487591/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-puhk_2	iPSC	SAMEA3967414	ENA	ANALYSIS_ID	ERZ487591	http://www.ebi.ac.uk/ena/data/view/ERZ487591	Feeder-free	30	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-puhk_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	b5c48c476fb29c3b2d8e2c987bd0c327	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487625/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-puhk_5	iPSC	SAMEA3974502	ENA	ANALYSIS_ID	ERZ487625	http://www.ebi.ac.uk/ena/data/view/ERZ487625	Feeder-free	16	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-qunz_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	255408cb35f93fa68b7f4e4581c38208	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487632/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-qunz_2	iPSC	SAMEA4458545	ENA	ANALYSIS_ID	ERZ487632	http://www.ebi.ac.uk/ena/data/view/ERZ487632	Feeder-free	9	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-qunz_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	02789f73f0f515e76b7d9348dd2a2a50	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487642/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-qunz_3	iPSC	SAMEA4458546	ENA	ANALYSIS_ID	ERZ487642	http://www.ebi.ac.uk/ena/data/view/ERZ487642	Feeder-free	9	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-uevq_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170327.tsv	eb7aee73aadea993ddb63c135dcc20b7	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487629/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-uevq_4	iPSC	SAMEA4451109	ENA	ANALYSIS_ID	ERZ487629	http://www.ebi.ac.uk/ena/data/view/ERZ487629	Feeder-free	18	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-uevq_6.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170327.tsv	5ea2f4da638f7ab73387336a99272717	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487603/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-uevq_6	iPSC	SAMEA4451111	ENA	ANALYSIS_ID	ERZ487603	http://www.ebi.ac.uk/ena/data/view/ERZ487603	Feeder-free	12	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-uilk_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	585f011e7850c3ab7177f2d7132abff6	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376052/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-uilk_2	iPSC	SAMEA3485958	ENA	ANALYSIS_ID	ERZ376052	http://www.ebi.ac.uk/ena/data/view/ERZ376052	Feeder-free	14	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-uilk_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170327.tsv	a229c92a1700285667cba49f4dea320f	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487633/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-uilk_3	iPSC	SAMEA3485957	ENA	ANALYSIS_ID	ERZ487633	http://www.ebi.ac.uk/ena/data/view/ERZ487633	Feeder-free	13	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-voce_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	2291fc9e563d9711eddcb8a4f7712069	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487611/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-voce_1	iPSC	SAMEA4339548	ENA	ANALYSIS_ID	ERZ487611	http://www.ebi.ac.uk/ena/data/view/ERZ487611	Feeder-free	16	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-voce_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	1b71a5d24a6247e533c904c7ea581bad	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487573/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-voce_2	iPSC	SAMEA4339550	ENA	ANALYSIS_ID	ERZ487573	http://www.ebi.ac.uk/ena/data/view/ERZ487573	Feeder-free	17	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-wihj_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	e5be1604ad45b44fbb451b5b9b4ab041	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487583/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-wihj_4	iPSC	SAMEA4339703	ENA	ANALYSIS_ID	ERZ487583	http://www.ebi.ac.uk/ena/data/view/ERZ487583	Feeder-free	16	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-xubw_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	61ec5010239d1ede22064809cf1c8e14	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487624/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-xubw_1	iPSC	SAMEA104241751	ENA	ANALYSIS_ID	ERZ487624	http://www.ebi.ac.uk/ena/data/view/ERZ487624	Feeder-free	13	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0614i-xubw_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	d60cdef056e0baec4bcde90ebfa81614	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487640/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0614i-xubw_3	iPSC	SAMEA104241752	ENA	ANALYSIS_ID	ERZ487640	http://www.ebi.ac.uk/ena/data/view/ERZ487640	Feeder-free	13	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-burb_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	109bec933a83563ac12c1ab20e84d274	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376033/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-burb_1	iPSC	SAMEA3460681	ENA	ANALYSIS_ID	ERZ376033	http://www.ebi.ac.uk/ena/data/view/ERZ376033	Feeder-free	11	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-burb_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	15430052f46da03709db637391784c82	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376045/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-burb_3	iPSC	SAMEA3466481	ENA	ANALYSIS_ID	ERZ376045	http://www.ebi.ac.uk/ena/data/view/ERZ376045	Feeder-free	11	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-iudw_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	3df3964b9af8c5bf165fcfa3527629f9	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376048/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-iudw_1	iPSC	SAMEA3851971	ENA	ANALYSIS_ID	ERZ376048	http://www.ebi.ac.uk/ena/data/view/ERZ376048	Feeder-free	14	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-iudw_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	10a763de962e85b9a468b17c64f1e1b3	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376163/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-iudw_4	iPSC	SAMEA3851966	ENA	ANALYSIS_ID	ERZ376163	http://www.ebi.ac.uk/ena/data/view/ERZ376163	Feeder-free	16	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-jilk_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	14082041e24aed0df4a36e9d61324d44	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376072/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-jilk_3	iPSC	SAMEA3853136	ENA	ANALYSIS_ID	ERZ376072	http://www.ebi.ac.uk/ena/data/view/ERZ376072	Feeder-free	18	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-jilk_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	f41328fd9062a6cc5fc789b68d8f7deb	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376113/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-jilk_4	iPSC	SAMEA3853137	ENA	ANALYSIS_ID	ERZ376113	http://www.ebi.ac.uk/ena/data/view/ERZ376113	Feeder-free	15	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-keui_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	4d575ff9396c8a49988a850796a49dcb	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376160/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-keui_1	iPSC	SAMEA3962382	ENA	ANALYSIS_ID	ERZ376160	http://www.ebi.ac.uk/ena/data/view/ERZ376160	Feeder-free	18	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-keui_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	cb077bac259b06184e4ff3f8d5f032a3	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376137/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-keui_4	iPSC	SAMEA3962381	ENA	ANALYSIS_ID	ERZ376137	http://www.ebi.ac.uk/ena/data/view/ERZ376137	Feeder-free	21	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-kute_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	8e9fa27e4ebccacf3c5389e52ef72e16	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376032/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-kute_4	iPSC	SAMEA3974246	ENA	ANALYSIS_ID	ERZ376032	http://www.ebi.ac.uk/ena/data/view/ERZ376032	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-kute_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	312a238e94f3d980e642407afe613376	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376159/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-kute_5	iPSC	SAMEA3974247	ENA	ANALYSIS_ID	ERZ376159	http://www.ebi.ac.uk/ena/data/view/ERZ376159	Feeder-free	27	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-nufh_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	e39b1ac278f7a3b1f72ea977595e448b	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376086/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-nufh_3	iPSC	SAMEA3973288	ENA	ANALYSIS_ID	ERZ376086	http://www.ebi.ac.uk/ena/data/view/ERZ376086	Feeder-free	27	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0714i-nufh_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	dc344b0bd942717f4958394909ec984b	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376103/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0714i-nufh_4	iPSC	SAMEA3974015	ENA	ANALYSIS_ID	ERZ376103	http://www.ebi.ac.uk/ena/data/view/ERZ376103	Feeder-free	20	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
